"Year","Month","GEO","Value","Type"
2012," Feb","North Eastern Ontario"," $109.11","Average Daily Rate"
2012," Feb","North Bay"," $109.57","Average Daily Rate"
2012," Feb","Sudbury"," $112.74","Average Daily Rate"
2012," Feb","North Central Ontario"," $0","Average Daily Rate"
2012," Feb","Sault Ste. Marie"," $100.17","Average Daily Rate"
2012," Feb","North Western Ontario"," $97.18","Average Daily Rate"
2012," Feb","Thunder Bay"," $94.99","Average Daily Rate"
2012," Mar","Southern Ontario"," $99.9","Average Daily Rate"
2012," Mar","Kitchener / Waterloo / Cambridge / Guelph"," $104.44","Average Daily Rate"
2012," Mar","Hamilton / Brantford"," $101.89","Average Daily Rate"
2012," Mar","North Eastern Ontario"," $111.31","Average Daily Rate"
2012," Mar","North Bay"," $108.4","Average Daily Rate"
2012," Mar","Sudbury"," $116.84","Average Daily Rate"
2012," Mar","North Central Ontario"," $0","Average Daily Rate"
2012," Mar","Sault Ste. Marie"," $100.53","Average Daily Rate"
2012," Mar","North Western Ontario"," $98.06","Average Daily Rate"
2012," Mar","Thunder Bay"," $96.19","Average Daily Rate"
2012," Apr","Southern Ontario"," $102.49","Average Daily Rate"
2012," Apr","Kitchener / Waterloo / Cambridge / Guelph"," $110.32","Average Daily Rate"
2012," Apr","Hamilton / Brantford"," $104.57","Average Daily Rate"
2012," Apr","North Eastern Ontario"," $109.69","Average Daily Rate"
2012," Apr","North Bay"," $110.14","Average Daily Rate"
2012," Apr","Sudbury"," $112.77","Average Daily Rate"
2012," Apr","North Central Ontario"," $0","Average Daily Rate"
2012," Apr","Sault Ste. Marie"," $99.91","Average Daily Rate"
2012," Apr","North Western Ontario"," $96.81","Average Daily Rate"
2012," Apr","Thunder Bay"," $95.52","Average Daily Rate"
2012," May","Southern Ontario"," $112.17","Average Daily Rate"
2012," May","Kitchener / Waterloo / Cambridge / Guelph"," $105.85","Average Daily Rate"
2012," May","Hamilton / Brantford"," $108.15","Average Daily Rate"
2012," May","North Eastern Ontario"," $109.18","Average Daily Rate"
2012," May","North Bay"," $109.58","Average Daily Rate"
2012," May","Sudbury"," $112.02","Average Daily Rate"
2012," May","North Central Ontario"," $0","Average Daily Rate"
2012," May","Sault Ste. Marie"," $102.3","Average Daily Rate"
2012," May","North Western Ontario"," $98.33","Average Daily Rate"
2012," May","Thunder Bay"," $97.07","Average Daily Rate"
2012," Jun","Southern Ontario"," $119.74","Average Daily Rate"
2012," Jun","Kitchener / Waterloo / Cambridge / Guelph"," $102.34","Average Daily Rate"
2012," Jun","Hamilton / Brantford"," $107.36","Average Daily Rate"
2012," Jun","North Eastern Ontario"," $108.13","Average Daily Rate"
2012," Jun","North Bay"," $99.03","Average Daily Rate"
2012," Jun","Sudbury"," $113.78","Average Daily Rate"
2012," Jun","North Central Ontario"," $0","Average Daily Rate"
2012," Jun","Sault Ste. Marie"," $104.44","Average Daily Rate"
2012," Jun","North Western Ontario"," $102.94","Average Daily Rate"
2012," Jun","Thunder Bay"," $103.76","Average Daily Rate"
2012," Jul","Southern Ontario"," $132.55","Average Daily Rate"
2012," Jul","Kitchener / Waterloo / Cambridge / Guelph"," $102.88","Average Daily Rate"
2012," Jul","Hamilton / Brantford"," $109.55","Average Daily Rate"
2012," Jul","North Eastern Ontario"," $110.57","Average Daily Rate"
2012," Jul","North Bay"," $109.8","Average Daily Rate"
2012," Jul","Sudbury"," $113.46","Average Daily Rate"
2012," Jul","North Central Ontario"," $0","Average Daily Rate"
2012," Jul","Sault Ste. Marie"," $106.09","Average Daily Rate"
2012," Jul","North Western Ontario"," $104.13","Average Daily Rate"
2012," Jul","Thunder Bay"," $101.52","Average Daily Rate"
2012," Aug","Southern Ontario"," $134.98","Average Daily Rate"
2012," Aug","Kitchener / Waterloo / Cambridge / Guelph"," $102.83","Average Daily Rate"
2012," Aug","Hamilton / Brantford"," $103.12","Average Daily Rate"
2012," Aug","North Eastern Ontario"," $110.23","Average Daily Rate"
2012," Aug","North Bay"," $113.14","Average Daily Rate"
2012," Aug","Sudbury"," $110.52","Average Daily Rate"
2012," Aug","North Central Ontario"," $0","Average Daily Rate"
2012," Aug","Sault Ste. Marie"," $107.43","Average Daily Rate"
2012," Aug","North Western Ontario"," $105.02","Average Daily Rate"
2012," Aug","Thunder Bay"," $103.31","Average Daily Rate"
2012," Sep","Southern Ontario"," $120.49","Average Daily Rate"
2012," Sep","Kitchener / Waterloo / Cambridge / Guelph"," $107.73","Average Daily Rate"
2012," Sep","Hamilton / Brantford"," $106.13","Average Daily Rate"
2012," Sep","North Eastern Ontario"," $109.29","Average Daily Rate"
2012," Sep","North Bay"," $110.35","Average Daily Rate"
2012," Sep","Sudbury"," $110.7","Average Daily Rate"
2012," Sep","North Central Ontario"," $0","Average Daily Rate"
2012," Sep","Sault Ste. Marie"," $110.91","Average Daily Rate"
2012," Sep","North Western Ontario"," $100.9","Average Daily Rate"
2012," Sep","Thunder Bay"," $99.9","Average Daily Rate"
2012," Oct","Southern Ontario"," $108.53","Average Daily Rate"
2012," Oct","Kitchener / Waterloo / Cambridge / Guelph"," $105.82","Average Daily Rate"
2012," Oct","Hamilton / Brantford"," $103.48","Average Daily Rate"
2012," Oct","North Eastern Ontario"," $108.52","Average Daily Rate"
2012," Oct","North Bay"," $109.05","Average Daily Rate"
2012," Oct","Sudbury"," $109.05","Average Daily Rate"
2012," Oct","North Central Ontario"," $0","Average Daily Rate"
2012," Oct","Sault Ste. Marie"," $108.73","Average Daily Rate"
2012," Oct","North Western Ontario"," $100.33","Average Daily Rate"
2012," Oct","Thunder Bay"," $100","Average Daily Rate"
2012," Nov","Southern Ontario"," $100.21","Average Daily Rate"
2012," Nov","Kitchener / Waterloo / Cambridge / Guelph"," $104.21","Average Daily Rate"
2012," Nov","Hamilton / Brantford"," $98.81","Average Daily Rate"
2012," Nov","North Eastern Ontario"," $109.58","Average Daily Rate"
2012," Nov","North Bay"," $108.34","Average Daily Rate"
2012," Nov","Sudbury"," $111.88","Average Daily Rate"
2012," Nov","North Central Ontario"," $0","Average Daily Rate"
2012," Nov","Sault Ste. Marie"," $102.57","Average Daily Rate"
2012," Nov","North Western Ontario"," $100.82","Average Daily Rate"
2012," Nov","Thunder Bay"," $98.44","Average Daily Rate"
2012," Dec","Southern Ontario"," $103.72","Average Daily Rate"
2012," Dec","Kitchener / Waterloo / Cambridge / Guelph"," $99.2","Average Daily Rate"
2012," Dec","Hamilton / Brantford"," $93.17","Average Daily Rate"
2012," Dec","North Eastern Ontario"," $107.16","Average Daily Rate"
2012," Dec","North Bay"," $100.35","Average Daily Rate"
2012," Dec","Sudbury"," $112.42","Average Daily Rate"
2012," Dec","North Central Ontario"," $0","Average Daily Rate"
2012," Dec","Sault Ste. Marie"," $99.03","Average Daily Rate"
2012," Dec","North Western Ontario"," $98.98","Average Daily Rate"
2012," Dec","Thunder Bay"," $96.37","Average Daily Rate"
2013," Jan","Southern Ontario"," $96.64","Average Daily Rate"
2013," Jan","Kitchener / Waterloo / Cambridge / Guelph"," $105.99","Average Daily Rate"
2013," Jan","Hamilton / Brantford"," $97.57","Average Daily Rate"
2013," Jan","North Eastern Ontario"," $107.76","Average Daily Rate"
2013," Jan","North Bay"," $108.16","Average Daily Rate"
2013," Jan","Sudbury"," $112.08","Average Daily Rate"
2013," Jan","North Central Ontario"," $0","Average Daily Rate"
2013," Jan","Sault Ste. Marie"," $100.79","Average Daily Rate"
2013," Jan","North Western Ontario"," $99.99","Average Daily Rate"
2013," Jan","Thunder Bay"," $96.64","Average Daily Rate"
2013," Feb","Southern Ontario"," $100.46","Average Daily Rate"
2013," Feb","Kitchener / Waterloo / Cambridge / Guelph"," $102.79","Average Daily Rate"
2013," Feb","Hamilton / Brantford"," $100.23","Average Daily Rate"
2013," Feb","North Eastern Ontario"," $107.81","Average Daily Rate"
2013," Feb","North Bay"," $107.77","Average Daily Rate"
2013," Feb","Sudbury"," $107.63","Average Daily Rate"
2013," Feb","North Central Ontario"," $0","Average Daily Rate"
2013," Feb","Sault Ste. Marie"," $103.81","Average Daily Rate"
2013," Feb","North Western Ontario"," $101.08","Average Daily Rate"
2013," Feb","Thunder Bay"," $97.01","Average Daily Rate"
2013," Mar","Southern Ontario"," $103.13","Average Daily Rate"
2013," Mar","Kitchener / Waterloo / Cambridge / Guelph"," $106.75","Average Daily Rate"
2013," Mar","Hamilton / Brantford"," $100.19","Average Daily Rate"
2013," Mar","North Eastern Ontario"," $107.89","Average Daily Rate"
2013," Mar","North Bay"," $108.07","Average Daily Rate"
2013," Mar","Sudbury"," $109.82","Average Daily Rate"
2013," Mar","North Central Ontario"," $0","Average Daily Rate"
2013," Mar","Sault Ste. Marie"," $98.83","Average Daily Rate"
2013," Mar","North Western Ontario"," $100.15","Average Daily Rate"
2013," Mar","Thunder Bay"," $97.07","Average Daily Rate"
2013," Apr","Southern Ontario"," $104.74","Average Daily Rate"
2013," Apr","Kitchener / Waterloo / Cambridge / Guelph"," $112.62","Average Daily Rate"
2013," Apr","Hamilton / Brantford"," $103.15","Average Daily Rate"
2013," Apr","North Eastern Ontario"," $108.56","Average Daily Rate"
2013," Apr","North Bay"," $105.01","Average Daily Rate"
2013," Apr","Sudbury"," $111.22","Average Daily Rate"
2013," Apr","North Central Ontario"," $0","Average Daily Rate"
2013," Apr","Sault Ste. Marie"," $104.54","Average Daily Rate"
2013," Apr","North Western Ontario"," $100.37","Average Daily Rate"
2013," Apr","Thunder Bay"," $96.75","Average Daily Rate"
2013," May","Southern Ontario"," $112.58","Average Daily Rate"
2013," May","Kitchener / Waterloo / Cambridge / Guelph"," $104.54","Average Daily Rate"
2013," May","Hamilton / Brantford"," $104.43","Average Daily Rate"
2013," May","North Eastern Ontario"," $106.25","Average Daily Rate"
2013," May","North Bay"," $103.38","Average Daily Rate"
2013," May","Sudbury"," $102.96","Average Daily Rate"
2013," May","North Central Ontario"," $0","Average Daily Rate"
2013," May","Sault Ste. Marie"," $103.04","Average Daily Rate"
2013," May","North Western Ontario"," $100.89","Average Daily Rate"
2013," May","Thunder Bay"," $99.59","Average Daily Rate"
2013," Jun","Southern Ontario"," $119.87","Average Daily Rate"
2013," Jun","Kitchener / Waterloo / Cambridge / Guelph"," $108.08","Average Daily Rate"
2013," Jun","Hamilton / Brantford"," $109.4","Average Daily Rate"
2013," Jun","North Eastern Ontario"," $111.78","Average Daily Rate"
2013," Jun","North Bay"," $109.99","Average Daily Rate"
2013," Jun","Sudbury"," $112.75","Average Daily Rate"
2013," Jun","North Central Ontario"," $0","Average Daily Rate"
2013," Jun","Sault Ste. Marie"," $105.82","Average Daily Rate"
2013," Jun","North Western Ontario"," $102.47","Average Daily Rate"
2013," Jun","Thunder Bay"," $98.02","Average Daily Rate"
2013," Jul","Southern Ontario"," $130.32","Average Daily Rate"
2013," Jul","Kitchener / Waterloo / Cambridge / Guelph"," $103.64","Average Daily Rate"
2013," Jul","Hamilton / Brantford"," $99.25","Average Daily Rate"
2013," Jul","North Eastern Ontario"," $108.3","Average Daily Rate"
2013," Jul","North Bay"," $104.84","Average Daily Rate"
2013," Jul","Sudbury"," $107.78","Average Daily Rate"
2013," Jul","North Central Ontario"," $0","Average Daily Rate"
2013," Jul","Sault Ste. Marie"," $107.51","Average Daily Rate"
2013," Jul","North Western Ontario"," $107.16","Average Daily Rate"
2013," Jul","Thunder Bay"," $102.27","Average Daily Rate"
2013," Aug","Southern Ontario"," $138.28","Average Daily Rate"
2013," Aug","Kitchener / Waterloo / Cambridge / Guelph"," $103.78","Average Daily Rate"
2013," Aug","Hamilton / Brantford"," $101.27","Average Daily Rate"
2013," Aug","North Eastern Ontario"," $108.66","Average Daily Rate"
2013," Aug","North Bay"," $107.47","Average Daily Rate"
2013," Aug","Sudbury"," $108.02","Average Daily Rate"
2013," Aug","North Central Ontario"," $0","Average Daily Rate"
2013," Aug","Sault Ste. Marie"," $112.22","Average Daily Rate"
2013," Aug","North Western Ontario"," $106.41","Average Daily Rate"
2013," Aug","Thunder Bay"," $102.22","Average Daily Rate"
2013," Sep","Southern Ontario"," $118.4","Average Daily Rate"
2013," Sep","Kitchener / Waterloo / Cambridge / Guelph"," $113.92","Average Daily Rate"
2013," Sep","Hamilton / Brantford"," $104.96","Average Daily Rate"
2013," Sep","North Eastern Ontario"," $111.32","Average Daily Rate"
2013," Sep","North Bay"," $111.56","Average Daily Rate"
2013," Sep","Sudbury"," $112.34","Average Daily Rate"
2013," Sep","North Central Ontario"," $0","Average Daily Rate"
2013," Sep","Sault Ste. Marie"," $112.45","Average Daily Rate"
2013," Sep","North Western Ontario"," $103.25","Average Daily Rate"
2013," Sep","Thunder Bay"," $101.16","Average Daily Rate"
2013," Oct","Southern Ontario"," $111.82","Average Daily Rate"
2013," Oct","Kitchener / Waterloo / Cambridge / Guelph"," $110","Average Daily Rate"
2013," Oct","Hamilton / Brantford"," $103.77","Average Daily Rate"
2013," Oct","North Eastern Ontario"," $110.68","Average Daily Rate"
2013," Oct","North Bay"," $109.39","Average Daily Rate"
2013," Oct","Sudbury"," $112.32","Average Daily Rate"
2013," Oct","North Central Ontario"," $0","Average Daily Rate"
2013," Oct","Sault Ste. Marie"," $108.33","Average Daily Rate"
2013," Oct","North Western Ontario"," $100.96","Average Daily Rate"
2013," Oct","Thunder Bay"," $100.95","Average Daily Rate"
2013," Nov","Southern Ontario"," $105.32","Average Daily Rate"
2013," Nov","Kitchener / Waterloo / Cambridge / Guelph"," $107.86","Average Daily Rate"
2013," Nov","Hamilton / Brantford"," $106.1","Average Daily Rate"
2013," Nov","North Eastern Ontario"," $111.63","Average Daily Rate"
2013," Nov","North Bay"," $110.31","Average Daily Rate"
2013," Nov","Sudbury"," $113.87","Average Daily Rate"
2013," Nov","North Central Ontario"," $0","Average Daily Rate"
2013," Nov","Sault Ste. Marie"," $100.68","Average Daily Rate"
2013," Nov","North Western Ontario"," $100.99","Average Daily Rate"
2013," Nov","Thunder Bay"," $101.17","Average Daily Rate"
2013," Dec","Southern Ontario"," $107.69","Average Daily Rate"
2013," Dec","Kitchener / Waterloo / Cambridge / Guelph"," $103.22","Average Daily Rate"
2013," Dec","Hamilton / Brantford"," $97.1","Average Daily Rate"
2013," Dec","North Eastern Ontario"," $107.99","Average Daily Rate"
2013," Dec","North Bay"," $107.9","Average Daily Rate"
2013," Dec","Sudbury"," $109.83","Average Daily Rate"
2013," Dec","North Central Ontario"," $0","Average Daily Rate"
2013," Dec","Sault Ste. Marie"," $99.08","Average Daily Rate"
2013," Dec","North Western Ontario"," $98.25","Average Daily Rate"
2013," Dec","Thunder Bay"," $98.32","Average Daily Rate"
2014," Jan","Southern Ontario"," $99.67","Average Daily Rate"
2014," Jan","Kitchener / Waterloo / Cambridge / Guelph"," $106.37","Average Daily Rate"
2014," Jan","Hamilton / Brantford"," $97.6","Average Daily Rate"
2014," Jan","North Eastern Ontario"," $108.08","Average Daily Rate"
2014," Jan","North Bay"," $107.38","Average Daily Rate"
2014," Jan","Sudbury"," $107.88","Average Daily Rate"
2014," Jan","North Central Ontario"," $0","Average Daily Rate"
2014," Jan","Sault Ste. Marie"," $98.33","Average Daily Rate"
2014," Jan","North Western Ontario"," $99.44","Average Daily Rate"
2014," Jan","Thunder Bay"," $98.46","Average Daily Rate"
2014," Feb","Southern Ontario"," $104.66","Average Daily Rate"
2014," Feb","Kitchener / Waterloo / Cambridge / Guelph"," $106.55","Average Daily Rate"
2014," Feb","Hamilton / Brantford"," $103.66","Average Daily Rate"
2014," Feb","North Eastern Ontario"," $108.52","Average Daily Rate"
2014," Feb","North Bay"," $105.48","Average Daily Rate"
2014," Feb","Sudbury"," $109.21","Average Daily Rate"
2014," Feb","North Central Ontario"," $0","Average Daily Rate"
2014," Feb","Sault Ste. Marie"," $102.64","Average Daily Rate"
2014," Feb","North Western Ontario"," $98.41","Average Daily Rate"
2014," Feb","Thunder Bay"," $93.25","Average Daily Rate"
2014," Mar","Southern Ontario"," $102.52","Average Daily Rate"
2014," Mar","Kitchener / Waterloo / Cambridge / Guelph"," $106.6","Average Daily Rate"
2014," Mar","Hamilton / Brantford"," $103.1","Average Daily Rate"
2014," Mar","North Eastern Ontario"," $109.55","Average Daily Rate"
2014," Mar","North Bay"," $112.11","Average Daily Rate"
2014," Mar","Sudbury"," $110.44","Average Daily Rate"
2014," Mar","North Central Ontario"," $0","Average Daily Rate"
2014," Mar","Sault Ste. Marie"," $97.98","Average Daily Rate"
2014," Mar","North Western Ontario"," $102.71","Average Daily Rate"
2014," Mar","Thunder Bay"," $100.29","Average Daily Rate"
2014," Apr","Southern Ontario"," $109.75","Average Daily Rate"
2014," Apr","Kitchener / Waterloo / Cambridge / Guelph"," $113.77","Average Daily Rate"
2014," Apr","Hamilton / Brantford"," $103.83","Average Daily Rate"
2014," Apr","North Eastern Ontario"," $110.9","Average Daily Rate"
2014," Apr","North Bay"," $109.58","Average Daily Rate"
2014," Apr","Sudbury"," $110.89","Average Daily Rate"
2014," Apr","North Central Ontario"," $0","Average Daily Rate"
2014," Apr","Sault Ste. Marie"," $103.72","Average Daily Rate"
2014," Apr","North Western Ontario"," $102.72","Average Daily Rate"
2014," Apr","Thunder Bay"," $100.76","Average Daily Rate"
2014," May","Southern Ontario"," $119.39","Average Daily Rate"
2014," May","Kitchener / Waterloo / Cambridge / Guelph"," $107.43","Average Daily Rate"
2014," May","Hamilton / Brantford"," $108.22","Average Daily Rate"
2014," May","North Eastern Ontario"," $111.18","Average Daily Rate"
2014," May","North Bay"," $107.22","Average Daily Rate"
2014," May","Sudbury"," $108.26","Average Daily Rate"
2014," May","North Central Ontario"," $0","Average Daily Rate"
2014," May","Sault Ste. Marie"," $102.84","Average Daily Rate"
2014," May","North Western Ontario"," $104.03","Average Daily Rate"
2014," May","Thunder Bay"," $101.94","Average Daily Rate"
2014," Jun","Southern Ontario"," $122.65","Average Daily Rate"
2014," Jun","Kitchener / Waterloo / Cambridge / Guelph"," $105.73","Average Daily Rate"
2014," Jun","Hamilton / Brantford"," $112.43","Average Daily Rate"
2014," Jun","North Eastern Ontario"," $110.93","Average Daily Rate"
2014," Jun","North Bay"," $103.97","Average Daily Rate"
2014," Jun","Sudbury"," $111.7","Average Daily Rate"
2014," Jun","North Central Ontario"," $0","Average Daily Rate"
2014," Jun","Sault Ste. Marie"," $102.14","Average Daily Rate"
2014," Jun","North Western Ontario"," $109.28","Average Daily Rate"
2014," Jun","Thunder Bay"," $107.66","Average Daily Rate"
2014," Jul","Southern Ontario"," $136.59","Average Daily Rate"
2014," Jul","Kitchener / Waterloo / Cambridge / Guelph"," $103.46","Average Daily Rate"
2014," Jul","Hamilton / Brantford"," $111","Average Daily Rate"
2014," Jul","North Eastern Ontario"," $111.44","Average Daily Rate"
2014," Jul","North Bay"," $109.63","Average Daily Rate"
2014," Jul","Sudbury"," $110.68","Average Daily Rate"
2014," Jul","North Central Ontario"," $0","Average Daily Rate"
2014," Jul","Sault Ste. Marie"," $105.14","Average Daily Rate"
2014," Jul","North Western Ontario"," $107.81","Average Daily Rate"
2014," Jul","Thunder Bay"," $106.09","Average Daily Rate"
2014," Aug","Southern Ontario"," $145.45","Average Daily Rate"
2014," Aug","Kitchener / Waterloo / Cambridge / Guelph"," $107.7","Average Daily Rate"
2014," Aug","Hamilton / Brantford"," $109.86","Average Daily Rate"
2014," Aug","North Eastern Ontario"," $111.68","Average Daily Rate"
2014," Aug","North Bay"," $111.53","Average Daily Rate"
2014," Aug","Sudbury"," $109.15","Average Daily Rate"
2014," Aug","North Central Ontario"," $0","Average Daily Rate"
2014," Aug","Sault Ste. Marie"," $105.15","Average Daily Rate"
2014," Aug","North Western Ontario"," $110.93","Average Daily Rate"
2014," Aug","Thunder Bay"," $106.61","Average Daily Rate"
2014," Sep","Southern Ontario"," $122.86","Average Daily Rate"
2014," Sep","Kitchener / Waterloo / Cambridge / Guelph"," $115.65","Average Daily Rate"
2014," Sep","Hamilton / Brantford"," $112.56","Average Daily Rate"
2014," Sep","North Eastern Ontario"," $111.31","Average Daily Rate"
2014," Sep","North Bay"," $108.83","Average Daily Rate"
2014," Sep","Sudbury"," $110.52","Average Daily Rate"
2014," Sep","North Central Ontario"," $0","Average Daily Rate"
2014," Sep","Sault Ste. Marie"," $109.2","Average Daily Rate"
2014," Sep","North Western Ontario"," $105.37","Average Daily Rate"
2014," Sep","Thunder Bay"," $104.52","Average Daily Rate"
2014," Oct","Southern Ontario"," $118.21","Average Daily Rate"
2014," Oct","Kitchener / Waterloo / Cambridge / Guelph"," $112.31","Average Daily Rate"
2014," Oct","Hamilton / Brantford"," $107.11","Average Daily Rate"
2014," Oct","North Eastern Ontario"," $110.62","Average Daily Rate"
2014," Oct","North Bay"," $111.03","Average Daily Rate"
2014," Oct","Sudbury"," $108.55","Average Daily Rate"
2014," Oct","North Central Ontario"," $0","Average Daily Rate"
2014," Oct","Sault Ste. Marie"," $106.47","Average Daily Rate"
2014," Oct","North Western Ontario"," $105.11","Average Daily Rate"
2014," Oct","Thunder Bay"," $104.6","Average Daily Rate"
2014," Nov","Southern Ontario"," $109.04","Average Daily Rate"
2014," Nov","Kitchener / Waterloo / Cambridge / Guelph"," $110.48","Average Daily Rate"
2014," Nov","Hamilton / Brantford"," $105.35","Average Daily Rate"
2014," Nov","North Eastern Ontario"," $112.76","Average Daily Rate"
2014," Nov","North Bay"," $111.5","Average Daily Rate"
2014," Nov","Sudbury"," $111.89","Average Daily Rate"
2014," Nov","North Central Ontario"," $0","Average Daily Rate"
2014," Nov","Sault Ste. Marie"," $98.45","Average Daily Rate"
2014," Nov","North Western Ontario"," $104.96","Average Daily Rate"
2014," Nov","Thunder Bay"," $105.55","Average Daily Rate"
2014," Dec","Southern Ontario"," $112.75","Average Daily Rate"
2014," Dec","Kitchener / Waterloo / Cambridge / Guelph"," $105.38","Average Daily Rate"
2014," Dec","Hamilton / Brantford"," $97.9","Average Daily Rate"
2014," Dec","North Eastern Ontario"," $108.15","Average Daily Rate"
2014," Dec","North Bay"," $103.72","Average Daily Rate"
2014," Dec","Sudbury"," $109.9","Average Daily Rate"
2014," Dec","North Central Ontario"," $0","Average Daily Rate"
2014," Dec","Sault Ste. Marie"," $92.96","Average Daily Rate"
2014," Dec","North Western Ontario"," $105.49","Average Daily Rate"
2014," Dec","Thunder Bay"," $104.77","Average Daily Rate"
2015," Jan","Southern Ontario"," $103.17","Average Daily Rate"
2015," Jan","Kitchener / Waterloo / Cambridge / Guelph"," $107.92","Average Daily Rate"
2015," Jan","Hamilton / Brantford"," $97.89","Average Daily Rate"
2015," Jan","North Eastern Ontario"," $109.93","Average Daily Rate"
2015," Jan","North Bay"," $110.51","Average Daily Rate"
2015," Jan","Sudbury"," $109.22","Average Daily Rate"
2015," Jan","North Central Ontario"," $0","Average Daily Rate"
2015," Jan","Sault Ste. Marie"," $95.12","Average Daily Rate"
2015," Jan","North Western Ontario"," $107.41","Average Daily Rate"
2015," Jan","Thunder Bay"," $106.15","Average Daily Rate"
2015," Feb","Southern Ontario"," $110.97","Average Daily Rate"
2015," Feb","Kitchener / Waterloo / Cambridge / Guelph"," $111.48","Average Daily Rate"
2015," Feb","Hamilton / Brantford"," $102.42","Average Daily Rate"
2015," Feb","North Eastern Ontario"," $116.03","Average Daily Rate"
2015," Feb","North Bay"," $114.65","Average Daily Rate"
2015," Feb","Sudbury"," $117.25","Average Daily Rate"
2015," Feb","North Central Ontario"," $0","Average Daily Rate"
2015," Feb","Sault Ste. Marie"," $95.92","Average Daily Rate"
2015," Feb","North Western Ontario"," $110.59","Average Daily Rate"
2015," Feb","Thunder Bay"," $109.04","Average Daily Rate"
2015," Mar","Southern Ontario"," $109.24","Average Daily Rate"
2015," Mar","Kitchener / Waterloo / Cambridge / Guelph"," $111.44","Average Daily Rate"
2015," Mar","Hamilton / Brantford"," $112.94","Average Daily Rate"
2015," Mar","North Eastern Ontario"," $113.81","Average Daily Rate"
2015," Mar","North Bay"," $116.94","Average Daily Rate"
2015," Mar","Sudbury"," $115.43","Average Daily Rate"
2015," Mar","North Central Ontario"," $0","Average Daily Rate"
2015," Mar","Sault Ste. Marie"," $94.43","Average Daily Rate"
2015," Mar","North Western Ontario"," $108.18","Average Daily Rate"
2015," Mar","Thunder Bay"," $107.5","Average Daily Rate"
2015," Apr","Southern Ontario"," $116.16","Average Daily Rate"
2015," Apr","Kitchener / Waterloo / Cambridge / Guelph"," $120.7","Average Daily Rate"
2015," Apr","Hamilton / Brantford"," $112.18","Average Daily Rate"
2015," Apr","North Eastern Ontario"," $114.02","Average Daily Rate"
2015," Apr","North Bay"," $114.45","Average Daily Rate"
2015," Apr","Sudbury"," $115.02","Average Daily Rate"
2015," Apr","North Central Ontario"," $0","Average Daily Rate"
2015," Apr","Sault Ste. Marie"," $95.1","Average Daily Rate"
2015," Apr","North Western Ontario"," $109.24","Average Daily Rate"
2015," Apr","Thunder Bay"," $109.08","Average Daily Rate"
2015," May","Southern Ontario"," $124.99","Average Daily Rate"
2015," May","Kitchener / Waterloo / Cambridge / Guelph"," $112.05","Average Daily Rate"
2015," May","Hamilton / Brantford"," $113.28","Average Daily Rate"
2015," May","North Eastern Ontario"," $114.25","Average Daily Rate"
2015," May","North Bay"," $108.11","Average Daily Rate"
2015," May","Sudbury"," $112.59","Average Daily Rate"
2015," May","North Central Ontario"," $0","Average Daily Rate"
2015," May","Sault Ste. Marie"," $97.89","Average Daily Rate"
2015," May","North Western Ontario"," $110.19","Average Daily Rate"
2015," May","Thunder Bay"," $108.92","Average Daily Rate"
2015," Jun","Southern Ontario"," $130.92","Average Daily Rate"
2015," Jun","Kitchener / Waterloo / Cambridge / Guelph"," $113.28","Average Daily Rate"
2015," Jun","Hamilton / Brantford"," $118.32","Average Daily Rate"
2015," Jun","North Eastern Ontario"," $110.96","Average Daily Rate"
2015," Jun","North Bay"," $103.86","Average Daily Rate"
2015," Jun","Sudbury"," $111.66","Average Daily Rate"
2015," Jun","North Central Ontario"," $0","Average Daily Rate"
2015," Jun","Sault Ste. Marie"," $100.27","Average Daily Rate"
2015," Jun","North Western Ontario"," $110.89","Average Daily Rate"
2015," Jun","Thunder Bay"," $107.25","Average Daily Rate"
2015," Jul","Southern Ontario"," $151.28","Average Daily Rate"
2015," Jul","Kitchener / Waterloo / Cambridge / Guelph"," $108.22","Average Daily Rate"
2015," Jul","Hamilton / Brantford"," $118.48","Average Daily Rate"
2015," Jul","North Eastern Ontario"," $109.34","Average Daily Rate"
2015," Jul","North Bay"," $100.71","Average Daily Rate"
2015," Jul","Sudbury"," $110.29","Average Daily Rate"
2015," Jul","North Central Ontario"," $0","Average Daily Rate"
2015," Jul","Sault Ste. Marie"," $104.82","Average Daily Rate"
2015," Jul","North Western Ontario"," $110.52","Average Daily Rate"
2015," Jul","Thunder Bay"," $106.33","Average Daily Rate"
2015," Aug","Southern Ontario"," $162.09","Average Daily Rate"
2015," Aug","Kitchener / Waterloo / Cambridge / Guelph"," $112.22","Average Daily Rate"
2015," Aug","Hamilton / Brantford"," $117.12","Average Daily Rate"
2015," Aug","North Eastern Ontario"," $111.3","Average Daily Rate"
2015," Aug","North Bay"," $104.82","Average Daily Rate"
2015," Aug","Sudbury"," $113.39","Average Daily Rate"
2015," Aug","North Central Ontario"," $0","Average Daily Rate"
2015," Aug","Sault Ste. Marie"," $110.63","Average Daily Rate"
2015," Aug","North Western Ontario"," $114.99","Average Daily Rate"
2015," Aug","Thunder Bay"," $111.64","Average Daily Rate"
2015," Sep","Southern Ontario"," $138.4","Average Daily Rate"
2015," Sep","Kitchener / Waterloo / Cambridge / Guelph"," $118.64","Average Daily Rate"
2015," Sep","Hamilton / Brantford"," $118.87","Average Daily Rate"
2015," Sep","North Eastern Ontario"," $116.04","Average Daily Rate"
