"GEO","Date","Value"
"Ontario",2001-02-01,305
"Ontario",2001-03-01,392
"Ontario",2001-04-01,342
"Ontario",2001-05-01,358
"Ontario",2001-06-01,349
"Ontario",2001-07-01,268
"Ontario",2001-08-01,302
"Ontario",2001-09-01,226
"Ontario",2001-10-01,369
"Ontario",2001-11-01,344
"Ontario",2001-12-01,279
"Ontario",2002-01-01,340
"Ontario",2002-02-01,311
"Ontario",2002-03-01,307
"Ontario",2002-04-01,299
"Ontario",2002-05-01,303
"Ontario",2002-06-01,233
"Ontario",2002-07-01,268
"Ontario",2002-08-01,277
"Ontario",2002-09-01,314
"Ontario",2002-10-01,303
"Ontario",2002-11-01,267
"Ontario",2002-12-01,230
"Ontario",2003-01-01,288
"Ontario",2003-02-01,284
"Ontario",2003-03-01,324
"Ontario",2003-04-01,298
"Ontario",2003-05-01,298
"Ontario",2003-06-01,251
"Ontario",2003-07-01,288
"Ontario",2003-08-01,240
"Ontario",2003-09-01,254
"Ontario",2003-10-01,324
"Ontario",2003-11-01,294
"Ontario",2003-12-01,254
"Ontario",2004-01-01,253
"Ontario",2004-02-01,283
"Ontario",2004-03-01,333
"Ontario",2004-04-01,240
"Ontario",2004-05-01,231
"Ontario",2004-06-01,279
"Ontario",2004-07-01,233
"Ontario",2004-08-01,248
"Ontario",2004-09-01,210
"Ontario",2004-10-01,245
"Ontario",2004-11-01,302
"Ontario",2004-12-01,254
"Ontario",2005-01-01,253
"Ontario",2005-02-01,300
"Ontario",2005-03-01,332
"Ontario",2005-04-01,317
"Ontario",2005-05-01,284
"Ontario",2005-06-01,267
"Ontario",2005-07-01,253
"Ontario",2005-08-01,250
"Ontario",2005-09-01,264
"Ontario",2005-10-01,276
"Ontario",2005-11-01,269
"Ontario",2005-12-01,245
"Ontario",2006-01-01,278
"Ontario",2006-02-01,266
"Ontario",2006-03-01,328
"Ontario",2006-04-01,232
"Ontario",2006-05-01,289
"Ontario",2006-06-01,304
"Ontario",2006-07-01,208
"Ontario",2006-08-01,239
"Ontario",2006-09-01,229
"Ontario",2006-10-01,271
"Ontario",2006-11-01,259
"Ontario",2006-12-01,225
"Ontario",2007-01-01,280
"Ontario",2007-02-01,291
"Ontario",2007-03-01,265
"Ontario",2007-04-01,260
"Ontario",2007-05-01,251
"Ontario",2007-06-01,261
"Ontario",2007-07-01,250
"Ontario",2007-08-01,248
"Ontario",2007-09-01,214
"Ontario",2007-10-01,267
"Ontario",2007-11-01,229
"Ontario",2007-12-01,225
"Ontario",2008-01-01,256
"Ontario",2008-02-01,275
"Ontario",2008-03-01,290
"Ontario",2008-04-01,280
"Ontario",2008-05-01,243
"Ontario",2008-06-01,215
"Ontario",2008-07-01,195
"Ontario",2008-08-01,213
"Ontario",2008-09-01,201
"Ontario",2008-10-01,260
"Ontario",2008-11-01,222
"Ontario",2008-12-01,202
"Ontario",2009-01-01,201
"Ontario",2009-02-01,203
"Ontario",2009-03-01,242
"Ontario",2009-04-01,280
"Ontario",2009-05-01,193
"Ontario",2009-06-01,232
"Ontario",2009-07-01,200
"Ontario",2009-08-01,177
"Ontario",2009-09-01,266
"Ontario",2009-10-01,210
"Ontario",2009-11-01,180
"Ontario",2009-12-01,175
"Ontario",2010-01-01,171
"Ontario",2010-02-01,162
"Ontario",2010-03-01,191
"Ontario",2010-04-01,171
"Ontario",2010-05-01,155
"Ontario",2010-06-01,171
"Ontario",2010-07-01,131
"Ontario",2010-08-01,141
"Ontario",2010-09-01,145
"Ontario",2010-10-01,128
"Ontario",2010-11-01,156
"Ontario",2010-12-01,138
"Ontario",2011-01-01,109
"Ontario",2011-02-01,116
"Ontario",2011-03-01,205
"Ontario",2011-04-01,125
"Ontario",2011-05-01,133
"Ontario",2011-06-01,166
"Ontario",2011-07-01,101
"Ontario",2011-08-01,137
"Ontario",2011-09-01,122
"Ontario",2011-10-01,119
"Ontario",2011-11-01,130
"Ontario",2011-12-01,151
"Ontario",2012-01-01,118
"Ontario",2012-02-01,114
"Ontario",2012-03-01,155
"Ontario",2012-04-01,115
"Ontario",2012-05-01,113
"Ontario",2012-06-01,111
"Ontario",2012-07-01,96
"Ontario",2012-08-01,110
"Ontario",2012-09-01,106
"Ontario",2012-10-01,109
"Ontario",2012-11-01,122
"Ontario",2012-12-01,92
"Ontario",2013-01-01,95
"Ontario",2013-02-01,89
"Ontario",2013-03-01,118
"Ontario",2013-04-01,138
"Ontario",2013-05-01,105
"Ontario",2013-06-01,96
"Ontario",2013-07-01,89
"Ontario",2013-08-01,96
"Ontario",2013-09-01,92
"Ontario",2013-10-01,107
"Ontario",2013-11-01,85
"Ontario",2013-12-01,110
"Ontario",2014-01-01,100
"Ontario",2014-02-01,83
"Ontario",2014-03-01,91
"Ontario",2014-04-01,96
"Ontario",2014-05-01,93
"Ontario",2014-06-01,82
"Ontario",2014-07-01,82
"Ontario",2014-08-01,91
"Ontario",2014-09-01,79
"Ontario",2014-10-01,120
"Ontario",2014-11-01,92
"Ontario",2014-12-01,81
"Ontario",2015-01-01,81
"Ontario",2015-02-01,117
"Ontario",2015-03-01,113
"Ontario",2015-04-01,117
"Ontario",2015-05-01,94
"Ontario",2015-06-01,89
"Ontario",2015-07-01,103
"Ontario",2015-08-01,77
"Ontario",2015-09-01,95
"Ontario",2015-10-01,79
"Ontario",2015-11-01,89
"Ontario",2015-12-01,87
"Ontario",2016-01-01,53
"Ontario",2016-02-01,84
"Ontario",2016-03-01,88
"Ontario",2016-04-01,98
"Ontario",2016-05-01,92
"Ontario",2016-06-01,83
"Ontario",2016-07-01,68
"Ontario",2016-08-01,67
"Ontario",2016-09-01,82
"Ontario",2016-10-01,88
"Ontario",2016-11-01,67
"Ontario",2016-12-01,70
"Ontario",2017-01-01,55
"Ontario",2017-02-01,85
"Ontario",2017-03-01,84
"Ontario",2017-04-01,76
"Ontario",2017-05-01,81
"Ontario",2017-06-01,53
"Ontario",2017-07-01,81
"Ontario",2017-08-01,76
"Ontario",2017-09-01,58
"Ontario",2017-10-01,85
"Ontario",2017-11-01,70
"Ontario",2017-12-01,74
"Ontario",2018-01-01,69
"Ontario",2018-02-01,80
"Ontario",2018-03-01,86
"Ontario",2018-04-01,75
"Ontario",2018-05-01,83
"Ontario",2018-06-01,76
"Ontario",2018-07-01,76
"Ontario",2018-08-01,68
"Ontario",2018-09-01,71
"Ontario",2018-10-01,89
"Ontario",2018-11-01,99
"Ontario",2018-12-01,65
"Ontario",2019-01-01,84
"Ontario",2019-02-01,59
"Ontario",2019-03-01,96
"Ontario",2019-04-01,93
"Ontario",2019-05-01,83
"Ontario",2019-06-01,70
"Ontario",2019-07-01,79
"Ontario",2019-08-01,68
"Ontario",2019-09-01,65
"Ontario",2019-10-01,68
"Ontario",2019-11-01,73
"Ontario",2019-12-01,64
"Ontario",2020-01-01,75
"Ontario",2020-02-01,84
"Ontario",2020-03-01,63
"Ontario",2020-04-01,55
"Ontario",2020-05-01,69
"Ontario",2020-06-01,55
"Ontario",2020-07-01,66
"Ontario",2020-08-01,55
"Ontario",2020-09-01,52
"Ontario",2020-10-01,67
"Ontario",2020-11-01,58
"Ontario",2020-12-01,60
"Ontario",2021-01-01,48
"Ontario",2021-02-01,45
"Ontario",2021-03-01,37
"Ontario",2021-04-01,50
"Ontario",2021-05-01,40
"Ontario",2021-06-01,48
"Ontario",2021-07-01,50
"Ontario",2021-08-01,53
"Ontario",2021-09-01,57
"Ontario",2021-10-01,48
"Ontario",2021-11-01,55
"Ontario",2021-12-01,82
"Ontario",2022-01-01,45
"Ontario",2022-02-01,80
"Ontario",2022-03-01,91
"Ontario",2022-04-01,71
"Ontario",2022-05-01,54
"Ontario",2022-06-01,75
"Ontario",2022-07-01,61
"Ontario",2022-08-01,66
"Ontario",2022-09-01,80
"Ontario",2022-10-01,78
"Ontario",2022-11-01,103
"Ontario",2022-12-01,102
"Ontario",2023-01-01,101
"Ontario",2023-02-01,73
"Ontario",2023-03-01,114
"Ontario",2023-04-01,90
"Ontario",2023-05-01,97
"Ontario",2023-06-01,89
"Ontario",2023-07-01,95
"Ontario",2023-08-01,91
"Ontario",2023-09-01,95
"Ontario",2023-10-01,119
"Ontario",2023-11-01,147
"Ontario",2023-12-01,169
"Ontario",2024-01-01,275
"Ontario",2024-02-01,190
"Ontario",2024-03-01,169
"Ontario",2024-04-01,145
"Ontario",2024-05-01,131
"Ontario",2024-06-01,140
"Ontario",2024-07-01,138
"Ontario",2024-08-01,136
"Ontario",2024-09-01,120
"Ontario",2024-10-01,140
"Ontario",2024-11-01,149
"Ontario",2024-12-01,140
"Ontario",2025-01-01,122
"Ontario",2025-02-01,106
"Ontario",2025-03-01,124
"Ontario",2025-04-01,143
"Ontario",2025-05-01,103
"Manitoba",2000-01-01,17
"Manitoba",2000-02-01,19
"Manitoba",2000-03-01,21
"Manitoba",2000-04-01,28
"Manitoba",2000-05-01,29
"Manitoba",2000-06-01,32
"Manitoba",2000-07-01,20
"Manitoba",2000-08-01,16
"Manitoba",2000-09-01,26
"Manitoba",2000-10-01,19
"Manitoba",2000-11-01,21
"Manitoba",2000-12-01,26
"Manitoba",2001-01-01,42
"Manitoba",2001-02-01,23
"Manitoba",2001-03-01,37
"Manitoba",2001-04-01,25
"Manitoba",2001-05-01,30
"Manitoba",2001-06-01,20
"Manitoba",2001-07-01,19
"Manitoba",2001-08-01,31
"Manitoba",2001-09-01,17
"Manitoba",2001-10-01,30
"Manitoba",2001-11-01,25
"Manitoba",2001-12-01,25
"Manitoba",2002-01-01,26
"Manitoba",2002-02-01,16
"Manitoba",2002-03-01,30
"Manitoba",2002-04-01,32
"Manitoba",2002-05-01,23
"Manitoba",2002-06-01,23
"Manitoba",2002-07-01,30
"Manitoba",2002-08-01,24
"Manitoba",2002-09-01,17
"Manitoba",2002-10-01,20
"Manitoba",2002-11-01,22
"Manitoba",2002-12-01,17
"Manitoba",2003-01-01,20
"Manitoba",2003-02-01,21
"Manitoba",2003-03-01,30
"Manitoba",2003-04-01,21
"Manitoba",2003-05-01,24
"Manitoba",2003-06-01,32
"Manitoba",2003-07-01,23
"Manitoba",2003-08-01,27
"Manitoba",2003-09-01,16
"Manitoba",2003-10-01,18
"Manitoba",2003-11-01,10
"Manitoba",2003-12-01,28
"Manitoba",2004-01-01,18
"Manitoba",2004-02-01,13
"Manitoba",2004-03-01,27
"Manitoba",2004-04-01,18
"Manitoba",2004-05-01,21
"Manitoba",2004-06-01,16
"Manitoba",2004-07-01,14
"Manitoba",2004-08-01,13
"Manitoba",2004-09-01,17
"Manitoba",2004-10-01,18
"Manitoba",2004-11-01,15
"Manitoba",2004-12-01,19
"Manitoba",2005-01-01,15
"Manitoba",2005-02-01,19
"Manitoba",2005-03-01,17
"Manitoba",2005-04-01,13
"Manitoba",2005-05-01,21
"Manitoba",2005-06-01,20
"Manitoba",2005-07-01,11
"Manitoba",2005-08-01,9
"Manitoba",2005-09-01,13
"Manitoba",2005-10-01,14
"Manitoba",2005-11-01,13
"Manitoba",2005-12-01,13
"Manitoba",2006-01-01,16
"Manitoba",2006-02-01,16
"Manitoba",2006-03-01,19
"Manitoba",2006-04-01,16
"Manitoba",2006-05-01,16
"Manitoba",2006-06-01,18
"Manitoba",2006-07-01,14
"Manitoba",2006-08-01,14
"Manitoba",2006-09-01,12
"Manitoba",2006-10-01,17
"Manitoba",2006-11-01,13
"Manitoba",2006-12-01,14
"Manitoba",2007-01-01,19
"Manitoba",2007-02-01,6
"Manitoba",2007-03-01,20
"Manitoba",2007-04-01,14
"Manitoba",2007-05-01,13
"Manitoba",2007-06-01,4
"Manitoba",2007-07-01,4
"Manitoba",2007-08-01,9
"Manitoba",2007-09-01,1
"Manitoba",2007-10-01,10
"Manitoba",2007-11-01,5
"Manitoba",2007-12-01,7
"Manitoba",2008-01-01,15
"Manitoba",2008-02-01,6
"Manitoba",2008-03-01,15
"Manitoba",2008-04-01,12
"Manitoba",2008-05-01,11
"Manitoba",2008-06-01,11
"Manitoba",2008-07-01,6
"Manitoba",2008-08-01,8
"Manitoba",2008-09-01,6
"Manitoba",2008-10-01,4
"Manitoba",2008-11-01,8
"Manitoba",2008-12-01,10
"Manitoba",2009-01-01,6
"Manitoba",2009-02-01,5
"Manitoba",2009-03-01,7
"Manitoba",2009-04-01,9
"Manitoba",2009-05-01,14
"Manitoba",2009-06-01,9
"Manitoba",2009-07-01,3
"Manitoba",2009-08-01,6
"Manitoba",2009-09-01,6
"Manitoba",2009-10-01,6
"Manitoba",2009-11-01,8
"Manitoba",2009-12-01,9
"Manitoba",2010-01-01,7
"Manitoba",2010-02-01,9
"Manitoba",2010-03-01,11
"Manitoba",2010-04-01,10
"Manitoba",2010-05-01,3
"Manitoba",2010-06-01,5
"Manitoba",2010-07-01,2
"Manitoba",2010-08-01,5
"Manitoba",2010-09-01,8
"Manitoba",2010-10-01,8
"Manitoba",2010-11-01,6
"Manitoba",2010-12-01,4
"Manitoba",2011-01-01,4
"Manitoba",2011-02-01,7
"Manitoba",2011-03-01,10
"Manitoba",2011-04-01,5
"Manitoba",2011-05-01,2
"Manitoba",2011-06-01,4
"Manitoba",2011-07-01,4
"Manitoba",2011-08-01,4
"Manitoba",2011-09-01,6
"Manitoba",2011-10-01,10
"Manitoba",2011-11-01,10
"Manitoba",2011-12-01,8
"Manitoba",2012-01-01,4
"Manitoba",2012-02-01,7
"Manitoba",2012-03-01,6
"Manitoba",2012-04-01,0
"Manitoba",2012-05-01,4
"Manitoba",2012-06-01,5
"Manitoba",2012-07-01,4
"Manitoba",2012-08-01,2
"Manitoba",2012-09-01,2
"Manitoba",2012-10-01,6
"Manitoba",2012-11-01,5
"Manitoba",2012-12-01,4
"Manitoba",2013-01-01,6
"Manitoba",2013-02-01,6
"Manitoba",2013-03-01,3
"Manitoba",2013-04-01,7
"Manitoba",2013-05-01,2
"Manitoba",2013-06-01,3
"Manitoba",2013-07-01,7
"Manitoba",2013-08-01,10
"Manitoba",2013-09-01,5
"Manitoba",2013-10-01,7
"Manitoba",2013-11-01,5
"Manitoba",2013-12-01,6
"Manitoba",2014-01-01,4
"Manitoba",2014-02-01,5
"Manitoba",2014-03-01,7
"Manitoba",2014-04-01,9
"Manitoba",2014-05-01,5
"Manitoba",2014-06-01,5
"Manitoba",2014-07-01,3
"Manitoba",2014-08-01,4
"Manitoba",2014-09-01,2
"Manitoba",2014-10-01,3
"Manitoba",2014-11-01,6
"Manitoba",2014-12-01,4
"Manitoba",2015-01-01,1
"Manitoba",2015-02-01,1
"Manitoba",2015-03-01,4
"Manitoba",2015-04-01,3
"Manitoba",2015-05-01,2
"Manitoba",2015-06-01,3
"Manitoba",2015-07-01,4
"Manitoba",2015-08-01,6
"Manitoba",2015-09-01,3
"Manitoba",2015-10-01,4
"Manitoba",2015-11-01,2
"Manitoba",2015-12-01,5
"Manitoba",2016-01-01,6
"Manitoba",2016-02-01,1
"Manitoba",2016-03-01,2
"Manitoba",2016-04-01,6
"Manitoba",2016-05-01,7
"Manitoba",2016-06-01,6
"Manitoba",2016-07-01,3
"Manitoba",2016-08-01,3
"Manitoba",2016-09-01,4
"Manitoba",2016-10-01,1
"Manitoba",2016-11-01,4
"Manitoba",2016-12-01,9
"Manitoba",2017-01-01,3
"Manitoba",2017-02-01,3
"Manitoba",2017-03-01,6
"Manitoba",2017-04-01,2
"Manitoba",2017-05-01,5
"Manitoba",2017-06-01,3
"Manitoba",2017-07-01,0
"Manitoba",2017-08-01,6
"Manitoba",2017-09-01,1
"Manitoba",2017-10-01,1
"Manitoba",2017-11-01,6
"Manitoba",2017-12-01,3
"Manitoba",2018-01-01,5
"Manitoba",2018-02-01,2
"Manitoba",2018-03-01,1
"Manitoba",2018-04-01,2
"Manitoba",2018-05-01,2
"Manitoba",2018-06-01,2
"Manitoba",2018-07-01,3
"Manitoba",2018-08-01,2
"Manitoba",2018-09-01,4
"Manitoba",2018-10-01,2
"Manitoba",2018-11-01,2
"Manitoba",2018-12-01,1
"Manitoba",2019-01-01,5
"Manitoba",2019-02-01,1
"Manitoba",2019-03-01,1
"Manitoba",2019-04-01,7
"Manitoba",2019-05-01,4
"Manitoba",2019-06-01,3
"Manitoba",2019-07-01,2
"Manitoba",2019-08-01,4
"Manitoba",2019-09-01,3
"Manitoba",2019-10-01,3
"Manitoba",2019-11-01,1
"Manitoba",2019-12-01,5
"Manitoba",2020-01-01,1
"Manitoba",2020-02-01,1
"Manitoba",2020-03-01,7
"Manitoba",2020-04-01,5
"Manitoba",2020-05-01,2
"Manitoba",2020-06-01,5
"Manitoba",2020-07-01,1
"Manitoba",2020-08-01,4
"Manitoba",2020-09-01,5
"Manitoba",2020-10-01,2
"Manitoba",2020-11-01,0
"Manitoba",2020-12-01,2
"Manitoba",2021-01-01,1
"Manitoba",2021-02-01,4
"Manitoba",2021-03-01,3
"Manitoba",2021-04-01,1
"Manitoba",2021-05-01,1
"Manitoba",2021-06-01,5
"Manitoba",2021-07-01,5
"Manitoba",2021-08-01,3
"Manitoba",2021-09-01,3
"Manitoba",2021-10-01,3
"Manitoba",2021-11-01,0
"Manitoba",2021-12-01,2
"Manitoba",2022-01-01,3
"Manitoba",2022-02-01,2
"Manitoba",2022-03-01,4
"Manitoba",2022-04-01,3
"Manitoba",2022-05-01,0
"Manitoba",2022-06-01,3
"Manitoba",2022-07-01,3
"Manitoba",2022-08-01,2
"Manitoba",2022-09-01,2
"Manitoba",2022-10-01,7
"Manitoba",2022-11-01,4
"Manitoba",2022-12-01,1
"Manitoba",2023-01-01,1
"Manitoba",2023-02-01,4
"Manitoba",2023-03-01,5
"Manitoba",2023-04-01,4
"Manitoba",2023-05-01,3
"Manitoba",2023-06-01,2
"Manitoba",2023-07-01,2
"Manitoba",2023-08-01,7
"Manitoba",2023-09-01,6
"Manitoba",2023-10-01,3
"Manitoba",2023-11-01,4
"Manitoba",2023-12-01,2
"Manitoba",2024-01-01,7
"Manitoba",2024-02-01,2
"Manitoba",2024-03-01,5
"Manitoba",2024-04-01,1
"Manitoba",2024-05-01,5
"Manitoba",2024-06-01,11
"Manitoba",2024-07-01,1
"Manitoba",2024-08-01,3
"Manitoba",2024-09-01,6
"Manitoba",2024-10-01,8
"Manitoba",2024-11-01,3
"Manitoba",2024-12-01,1
"Manitoba",2025-01-01,2
"Manitoba",2025-02-01,4
"Manitoba",2025-03-01,3
"Manitoba",2025-04-01,2
"Manitoba",2025-05-01,2
"Saskatchewan",2000-01-01,37
"Saskatchewan",2000-02-01,49
"Saskatchewan",2000-03-01,50
"Saskatchewan",2000-04-01,47
"Saskatchewan",2000-05-01,41
"Saskatchewan",2000-06-01,43
"Saskatchewan",2000-07-01,36
"Saskatchewan",2000-08-01,30
"Saskatchewan",2000-09-01,31
"Saskatchewan",2000-10-01,41
"Saskatchewan",2000-11-01,34
"Saskatchewan",2000-12-01,40
"Saskatchewan",2001-01-01,37
"Saskatchewan",2001-02-01,59
"Saskatchewan",2001-03-01,54
"Saskatchewan",2001-04-01,48
"Saskatchewan",2001-05-01,38
"Saskatchewan",2001-06-01,40
"Saskatchewan",2001-07-01,53
"Saskatchewan",2001-08-01,22
"Saskatchewan",2001-09-01,24
"Saskatchewan",2001-10-01,44
"Saskatchewan",2001-11-01,38
"Saskatchewan",2001-12-01,20
"Saskatchewan",2002-01-01,43
"Saskatchewan",2002-02-01,24
"Saskatchewan",2002-03-01,46
"Saskatchewan",2002-04-01,51
"Saskatchewan",2002-05-01,33
"Saskatchewan",2002-06-01,30
"Saskatchewan",2002-07-01,26
"Saskatchewan",2002-08-01,26
"Saskatchewan",2002-09-01,26
"Saskatchewan",2002-10-01,28
"Saskatchewan",2002-11-01,26
"Saskatchewan",2002-12-01,24
"Saskatchewan",2003-01-01,36
"Saskatchewan",2003-02-01,23
"Saskatchewan",2003-03-01,46
"Saskatchewan",2003-04-01,47
"Saskatchewan",2003-05-01,45
"Saskatchewan",2003-06-01,44
"Saskatchewan",2003-07-01,28
"Saskatchewan",2003-08-01,30
"Saskatchewan",2003-09-01,33
"Saskatchewan",2003-10-01,25
"Saskatchewan",2003-11-01,25
"Saskatchewan",2003-12-01,43
"Saskatchewan",2004-01-01,39
"Saskatchewan",2004-02-01,36
"Saskatchewan",2004-03-01,50
"Saskatchewan",2004-04-01,49
"Saskatchewan",2004-05-01,43
"Saskatchewan",2004-06-01,31
"Saskatchewan",2004-07-01,30
"Saskatchewan",2004-08-01,29
"Saskatchewan",2004-09-01,25
"Saskatchewan",2004-10-01,28
"Saskatchewan",2004-11-01,33
"Saskatchewan",2004-12-01,26
"Saskatchewan",2005-01-01,33
"Saskatchewan",2005-02-01,36
"Saskatchewan",2005-03-01,43
"Saskatchewan",2005-04-01,60
"Saskatchewan",2005-05-01,30
"Saskatchewan",2005-06-01,38
"Saskatchewan",2005-07-01,35
"Saskatchewan",2005-08-01,41
"Saskatchewan",2005-09-01,34
"Saskatchewan",2005-10-01,35
"Saskatchewan",2005-11-01,42
"Saskatchewan",2005-12-01,40
"Saskatchewan",2006-01-01,42
"Saskatchewan",2006-02-01,36
"Saskatchewan",2006-03-01,31
"Saskatchewan",2006-04-01,42
"Saskatchewan",2006-05-01,39
"Saskatchewan",2006-06-01,34
"Saskatchewan",2006-07-01,32
"Saskatchewan",2006-08-01,16
"Saskatchewan",2006-09-01,23
"Saskatchewan",2006-10-01,39
"Saskatchewan",2006-11-01,29
"Saskatchewan",2006-12-01,31
"Saskatchewan",2007-01-01,29
"Saskatchewan",2007-02-01,34
"Saskatchewan",2007-03-01,31
"Saskatchewan",2007-04-01,25
"Saskatchewan",2007-05-01,19
"Saskatchewan",2007-06-01,22
"Saskatchewan",2007-07-01,22
"Saskatchewan",2007-08-01,23
"Saskatchewan",2007-09-01,20
"Saskatchewan",2007-10-01,21
"Saskatchewan",2007-11-01,15
"Saskatchewan",2007-12-01,13
"Saskatchewan",2008-01-01,30
"Saskatchewan",2008-02-01,16
"Saskatchewan",2008-03-01,26
"Saskatchewan",2008-04-01,18
"Saskatchewan",2008-05-01,18
"Saskatchewan",2008-06-01,12
"Saskatchewan",2008-07-01,10
"Saskatchewan",2008-08-01,20
"Saskatchewan",2008-09-01,11
"Saskatchewan",2008-10-01,13
"Saskatchewan",2008-11-01,15
"Saskatchewan",2008-12-01,16
"Saskatchewan",2009-01-01,10
"Saskatchewan",2009-02-01,22
"Saskatchewan",2009-03-01,21
"Saskatchewan",2009-04-01,17
"Saskatchewan",2009-05-01,25
"Saskatchewan",2009-06-01,26
"Saskatchewan",2009-07-01,16
"Saskatchewan",2009-08-01,22
"Saskatchewan",2009-09-01,17
"Saskatchewan",2009-10-01,7
"Saskatchewan",2009-11-01,16
"Saskatchewan",2009-12-01,20
"Saskatchewan",2010-01-01,16
"Saskatchewan",2010-02-01,19
"Saskatchewan",2010-03-01,14
"Saskatchewan",2010-04-01,11
"Saskatchewan",2010-05-01,14
"Saskatchewan",2010-06-01,8
"Saskatchewan",2010-07-01,7
"Saskatchewan",2010-08-01,8
"Saskatchewan",2010-09-01,14
"Saskatchewan",2010-10-01,11
"Saskatchewan",2010-11-01,11
"Saskatchewan",2010-12-01,11
"Saskatchewan",2011-01-01,18
"Saskatchewan",2011-02-01,11
"Saskatchewan",2011-03-01,22
"Saskatchewan",2011-04-01,10
"Saskatchewan",2011-05-01,11
"Saskatchewan",2011-06-01,14
"Saskatchewan",2011-07-01,10
"Saskatchewan",2011-08-01,16
"Saskatchewan",2011-09-01,17
"Saskatchewan",2011-10-01,9
"Saskatchewan",2011-11-01,13
"Saskatchewan",2011-12-01,6
"Saskatchewan",2012-01-01,18
"Saskatchewan",2012-02-01,9
"Saskatchewan",2012-03-01,12
"Saskatchewan",2012-04-01,14
"Saskatchewan",2012-05-01,14
"Saskatchewan",2012-06-01,8
"Saskatchewan",2012-07-01,9
"Saskatchewan",2012-08-01,16
"Saskatchewan",2012-09-01,8
"Saskatchewan",2012-10-01,10
"Saskatchewan",2012-11-01,7
"Saskatchewan",2012-12-01,4
"Saskatchewan",2013-01-01,6
"Saskatchewan",2013-02-01,12
"Saskatchewan",2013-03-01,16
"Saskatchewan",2013-04-01,10
"Saskatchewan",2013-05-01,10
"Saskatchewan",2013-06-01,12
"Saskatchewan",2013-07-01,12
"Saskatchewan",2013-08-01,7
"Saskatchewan",2013-09-01,7
"Saskatchewan",2013-10-01,5
"Saskatchewan",2013-11-01,18
"Saskatchewan",2013-12-01,0
"Saskatchewan",2014-01-01,18
"Saskatchewan",2014-02-01,9
"Saskatchewan",2014-03-01,19
"Saskatchewan",2014-04-01,10
"Saskatchewan",2014-05-01,10
"Saskatchewan",2014-06-01,15
"Saskatchewan",2014-07-01,7
"Saskatchewan",2014-08-01,8
"Saskatchewan",2014-09-01,8
"Saskatchewan",2014-10-01,6
"Saskatchewan",2014-11-01,4
"Saskatchewan",2014-12-01,10
"Saskatchewan",2015-01-01,8
"Saskatchewan",2015-02-01,8
"Saskatchewan",2015-03-01,5
"Saskatchewan",2015-04-01,9
"Saskatchewan",2015-05-01,5
"Saskatchewan",2015-06-01,11
"Saskatchewan",2015-07-01,10
"Saskatchewan",2015-08-01,12
"Saskatchewan",2015-09-01,20
"Saskatchewan",2015-10-01,12
"Saskatchewan",2015-11-01,14
"Saskatchewan",2015-12-01,5
"Saskatchewan",2016-01-01,11
"Saskatchewan",2016-02-01,7
"Saskatchewan",2016-03-01,18
"Saskatchewan",2016-04-01,11
"Saskatchewan",2016-05-01,10
"Saskatchewan",2016-06-01,7
"Saskatchewan",2016-07-01,10
"Saskatchewan",2016-08-01,9
"Saskatchewan",2016-09-01,6
"Saskatchewan",2016-10-01,8
"Saskatchewan",2016-11-01,9
"Saskatchewan",2016-12-01,11
"Saskatchewan",2017-01-01,7
"Saskatchewan",2017-02-01,10
"Saskatchewan",2017-03-01,13
"Saskatchewan",2017-04-01,12
"Saskatchewan",2017-05-01,19
"Saskatchewan",2017-06-01,10
"Saskatchewan",2017-07-01,6
"Saskatchewan",2017-08-01,12
"Saskatchewan",2017-09-01,4
"Saskatchewan",2017-10-01,17
"Saskatchewan",2017-11-01,15
"Saskatchewan",2017-12-01,11
"Saskatchewan",2018-01-01,6
"Saskatchewan",2018-02-01,11
"Saskatchewan",2018-03-01,10
"Saskatchewan",2018-04-01,8
"Saskatchewan",2018-05-01,10
"Saskatchewan",2018-06-01,5
"Saskatchewan",2018-07-01,6
"Saskatchewan",2018-08-01,6
"Saskatchewan",2018-09-01,9
"Saskatchewan",2018-10-01,11
"Saskatchewan",2018-11-01,14
"Saskatchewan",2018-12-01,3
"Saskatchewan",2019-01-01,9
"Saskatchewan",2019-02-01,8
"Saskatchewan",2019-03-01,6
"Saskatchewan",2019-04-01,4
"Saskatchewan",2019-05-01,14
"Saskatchewan",2019-06-01,4
"Saskatchewan",2019-07-01,9
"Saskatchewan",2019-08-01,4
"Saskatchewan",2019-09-01,11
"Saskatchewan",2019-10-01,17
"Saskatchewan",2019-11-01,11
"Saskatchewan",2019-12-01,7
"Saskatchewan",2020-01-01,9
"Saskatchewan",2020-02-01,12
"Saskatchewan",2020-03-01,5
"Saskatchewan",2020-04-01,1
"Saskatchewan",2020-05-01,2
"Saskatchewan",2020-06-01,4
"Saskatchewan",2020-07-01,1
"Saskatchewan",2020-08-01,2
"Saskatchewan",2020-09-01,5
"Saskatchewan",2020-10-01,0
"Saskatchewan",2020-11-01,3
"Saskatchewan",2020-12-01,5
"Saskatchewan",2021-01-01,2
"Saskatchewan",2021-02-01,5
"Saskatchewan",2021-03-01,11
"Saskatchewan",2021-04-01,2
"Saskatchewan",2021-05-01,6
"Saskatchewan",2021-06-01,4
"Saskatchewan",2021-07-01,1
"Saskatchewan",2021-08-01,1
"Saskatchewan",2021-09-01,5
"Saskatchewan",2021-10-01,5
