"","Dimension_Name","Dimension_Category","Tab","Measure","Year","Value"
"930","Utilities","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of operating revenues), by industry","2014","0.87"
"931","Utilities","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of operating revenues), by industry","2015","1.07"
"932","Utilities","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of operating revenues), by industry","2016","1.06"
"933","Utilities","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of operating revenues), by industry","2017","1.07"
"934","Utilities","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of operating revenues), by industry","2018","0.91"
"935","Utilities","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of operating revenues), by industry","2019","2.02"
"936","Utilities","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of operating revenues), by industry","2020","1.93"
"937","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","8332415"
"938","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","8540678"
"939","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","8770396"
"940","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","8773677"
"941","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","8813101"
"942","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","8944176"
"943","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","9019823"
"944","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","8733835"
"945","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","8957774"
"946","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","9212617"
"947","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","9180402"
"948","All industries","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","8443192"
"949","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","220525"
"950","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","252450"
"951","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","274794"
"952","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","269925"
"953","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","279366"
"954","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","288411"
"955","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","298609"
"956","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","302385"
"957","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","308239"
"958","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","320458"
"959","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","309221"
"960","Agriculture","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","297441"
"961","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","102938"
"962","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","117873"
"963","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","116324"
"964","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","119632"
"965","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","112538"
"966","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","112423"
"967","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","127607"
"968","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","140071"
"969","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","147036"
"970","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","145066"
"971","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","145142"
"972","Construction","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","128117"
"973","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","21465"
"974","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","24780"
"975","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","23278"
"976","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","22895"
"977","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","27714"
"978","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","27773"
"979","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","36192"
"980","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","38125"
"981","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","42799"
"982","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","42335"
"983","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","40109"
"984","Fishing, hunting and trapping","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","35073"
"985","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","2030217"
"986","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","2128683"
"987","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","2075062"
"988","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","2120932"
"989","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","2149052"
"990","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","2164520"
"991","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","2110726"
"992","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","2105453"
"993","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","2117760"
"994","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","2133902"
"995","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","2143658"
"996","Manufacturing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","1965742"
"997","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","140348"
"998","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","156113"
"999","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","181542"
"1000","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","191363"
"1001","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","188923"
"1002","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","183808"
"1003","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","187642"
"1004","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","199324"
"1005","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","216147"
"1006","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","246889"
"1007","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","241614"
"1008","Mining and quarrying","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","244494"
"1009","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","1575975"
"1010","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","1645811"
"1011","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","1745712"
"1012","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","1829539"
"1013","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","1905621"
"1014","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","2003342"
"1015","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","2098916"
"1016","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","1969636"
"1017","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","2068460"
"1018","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","2205299"
"1019","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","2181818"
"1020","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","2099015"
"1021","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","901148"
"1022","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","938915"
"1023","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","961060"
"1024","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","1014609"
"1025","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","1004752"
"1026","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","1037550"
"1027","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","1028567"
"1028","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","971067"
"1029","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","1003807"
"1030","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","1053971"
"1031","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","1056008"
"1032","Transportation and warehousing","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","801996"
"1033","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2009","1396152"
"1034","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2010","1419128"
"1035","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2011","1362000"
"1036","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2012","1322135"
"1037","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2013","1244350"
"1038","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2014","1218832"
"1039","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2015","1292236"
"1040","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2016","1206628"
"1041","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2017","1172925"
"1042","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2018","1118198"
"1043","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2019","1117661"
"1044","Utilities","Industry","Energy Consumption","Energy consumption (Terajoules), by industry","2020","1052205"
"1045","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","5.3084744056614115"
"1046","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","5.2566752629667697"
"1047","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","5.2256714863414739"
"1048","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","5.1295093871022059"
"1049","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","5.0247964276632597"
"1050","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","4.9565951787198674"
"1051","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","4.9577118666426285"
"1052","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","4.7498969404081706"
"1053","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","4.7248085607800405"
"1054","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","4.7233919393936912"
"1055","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","4.6141182821153448"
"1056","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","4.4733304334788029"
"1057","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","8.2200000000000006"
"1058","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","9.5299999999999994"
"1059","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","10.029999999999999"
"1060","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","9.68"
"1061","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","8.3699999999999992"
"1062","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","9.44"
"1063","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","9.27"
"1064","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","8.82"
"1065","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","8.73"
"1066","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","9.14"
"1067","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","8.4"
"1068","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","7.87"
"1069","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","0.93"
"1070","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","0.98"
"1071","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","0.93"
"1072","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","0.89"
"1073","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","0.8"
"1074","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","0.78"
"1075","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","0.9"
"1076","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","1.04"
"1077","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","1.05"
"1078","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","1.01"
"1079","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","1"
"1080","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","0.9"
"1081","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","6.74"
"1082","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","6.77"
"1083","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","5.8"
"1084","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","5.82"
"1085","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","6.83"
"1086","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","6.63"
"1087","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","8.49"
"1088","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","9.44"
"1089","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","10.78"
"1090","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","10.28"
"1091","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","11.3"
"1092","Forestry and logging","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","9.86"
"1093","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","12.2"
"1094","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","12.21"
"1095","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","11.5"
"1096","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","11.58"
"1097","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","11.78"
"1098","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","11.52"
"1099","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","11.17"
"1100","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","11.14"
"1101","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","10.99"
"1102","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","10.75"
"1103","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","10.8"
"1104","Manufacturing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","10.95"
"1105","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","6.33"
"1106","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","5.83"
"1107","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","6.33"
"1108","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","6.95"
"1109","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","6.3"
"1110","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","5.74"
"1111","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","5.71"
"1112","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","5.95"
"1113","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","6.17"
"1114","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","7.23"
"1115","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","7.21"
"1116","Mining and quarrying","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","7.55"
"1117","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","18.440000000000001"
"1118","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","17.97"
"1119","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","17.78"
"1120","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","18.86"
"1121","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","18.84"
"1122","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","18.28"
"1123","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","19.64"
"1124","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","18.649999999999999"
"1125","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","17.72"
"1126","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","17.690000000000001"
"1127","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","17.54"
"1128","Oil and gas extraction and support activities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","18.59"
"1129","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","13.79"
"1130","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","13.84"
"1131","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","13.63"
"1132","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","14.2"
"1133","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","13.82"
"1134","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","13.46"
"1135","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","13"
"1136","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","11.99"
"1137","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","11.69"
"1138","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","12.04"
"1139","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","11.69"
"1140","Transportation and warehousing","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","10.92"
"1141","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2009","37.21"
"1142","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2010","37.29"
"1143","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2011","34.619999999999997"
"1144","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2012","33.94"
"1145","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2013","31.91"
"1146","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2014","30.21"
"1147","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2015","31.88"
"1148","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2016","29.13"
"1149","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2017","27.98"
"1150","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2018","26.09"
"1151","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2019","25.55"
"1152","Utilities","Industry","Energy Consumption","Energy consumption: (Terajoules per million dollars of GDP), by industry","2020","24.65"
"1153","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2009","0.49004563513826249"
"1154","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2010","0.49391820403853065"
"1155","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2011","0.49921569185495507"
"1156","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2012","0.49351621592888695"
"1157","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2013","0.48939486321756359"
"1158","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2014","0.49535165592567437"
"1159","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2015","0.49556648838925921"
"1160","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2016","0.47584680429109255"
"1161","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2017","0.47758238477327858"
"1162","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2018","0.48237524049732844"
"1163","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2019","0.47064286076809858"
"1164","All industries","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2020","0.48084286540066007"
"1165","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2009","0.65"
"1166","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2010","0.76"
"1167","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2011","0.82"
"1168","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2012","0.82"
"1169","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2013","0.79"
"1170","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2014","0.88"
"1171","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2015","0.91"
"1172","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2016","0.9"
"1173","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2017","0.92"
"1174","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2018","0.98"
"1175","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2019","0.92"
"1176","Agriculture","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2020","0.95"
"1177","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2009","0.09"
"1178","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2010","0.09"
"1179","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2011","0.09"
"1180","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2012","0.09"
"1181","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2013","0.08"
"1182","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2014","0.08"
"1183","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2015","0.09"
"1184","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2016","0.1"
"1185","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2017","0.1"
"1186","Construction","Industry","Energy Consumption","Energy consumption: (Terajoules per number of jobs), by industry","2018","0.1"
